cancer_site,state,count,population,crude_rate_100k
XI Carcinomas and other malignant epithelial neoplasms,California,4275,236070538,1.8100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Colorado,619,30887289,2
XI Carcinomas and other malignant epithelial neoplasms,Connecticut,509,20830240,2.44
XI Carcinomas and other malignant epithelial neoplasms,Delaware,113,5268436,2.14
XI Carcinomas and other malignant epithelial neoplasms,District of Columbia,50,3083338,1.62
XI Carcinomas and other malignant epithelial neoplasms,Florida,2021,102863635,1.9600000000000002
XI Carcinomas and other malignant epithelial neoplasms,Georgia,1063,62011319,1.7100000000000002
XI Carcinomas and other malignant epithelial neoplasms,Hawaii,126,7747695,1.6300000000000001
XI Carcinomas and other malignant epithelial neoplasms,Idaho,244,10734756,2.27
XI Carcinomas and other malignant epithelial neoplasms,Illinois,1642,79093866,2.08
XI Carcinomas and other malignant epithelial neoplasms,Indiana,639,37414578,1.7100000000000002
XI Carcinomas and other malignant epithelial neoplasms,Iowa,446,18924991,2.3600000000000003
XI Carcinomas and other malignant epithelial neoplasms,Kansas,415,18406535,2.25
XI Carcinomas and other malignant epithelial neoplasms,Kentucky,576,25974328,2.22
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,499,29086064,1.72
XI Carcinomas and other malignant epithelial neoplasms,Maine,196,7144119,2.74
XI Carcinomas and other malignant epithelial neoplasms,Maryland,688,34984232,1.97
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,771,37580693,2.0500000000000003
XI Carcinomas and other malignant epithelial neoplasms,Michigan,1355,61154757,2.22
XI Carcinomas and other malignant epithelial neoplasms,Minnesota,678,33142582,2.0500000000000003
XI Carcinomas and other malignant epithelial neoplasms,Mississippi,261,15669603,1.67
XI Carcinomas and other malignant epithelial neoplasms,Missouri,661,36266473,1.82
XI Carcinomas and other malignant epithelial neoplasms,Montana,127,5846055,2.17
XI Carcinomas and other malignant epithelial neoplasms,Nebraska,276,11903430,2.32
XI Carcinomas and other malignant epithelial neoplasms,Nevada,270,16014625,1.69
XI Carcinomas and other malignant epithelial neoplasms,New Hampshire,208,7453487,2.79
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,1253,52654520,2.3800000000000003
XI Carcinomas and other malignant epithelial neoplasms,New Mexico,244,12904509,1.89
XI Carcinomas and other malignant epithelial neoplasms,New York,2610,113517852,2.3000000000000003
XI Carcinomas and other malignant epithelial neoplasms,North Carolina,1052,56649928,1.8600000000000003
XI Carcinomas and other malignant epithelial neoplasms,North Dakota,92,4266274,2.16
XI Carcinomas and other malignant epithelial neoplasms,Ohio,1437,70366333,2.04
XI Carcinomas and other malignant epithelial neoplasms,Oklahoma,429,23756620,1.8100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Oregon,456,22097759,2.06
XI Carcinomas and other malignant epithelial neoplasms,Pennsylvania,1751,72683727,2.41
XI Carcinomas and other malignant epithelial neoplasms,Rhode Island,129,6082080,2.12
XI Carcinomas and other malignant epithelial neoplasms,South Carolina,423,27583495,1.5300000000000002
XI Carcinomas and other malignant epithelial neoplasms,South Dakota,81,4834317,1.6800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Tennessee,692,37884392,1.83
XI Carcinomas and other malignant epithelial neoplasms,Texas,3129,172599550,1.8100000000000003
XI Carcinomas and other malignant epithelial neoplasms,Utah,499,21588203,2.31
XI Carcinomas and other malignant epithelial neoplasms,Vermont,86,3490801,2.4600000000000004
XI Carcinomas and other malignant epithelial neoplasms,Virginia,792,47413830,1.67
XI Carcinomas and other malignant epithelial neoplasms,Washington,932,40520105,2.3000000000000003
XI Carcinomas and other malignant epithelial neoplasms,West Virginia,255,9950567,2.5600000000000005
XI Carcinomas and other malignant epithelial neoplasms,Wisconsin,664,34329682,1.9300000000000002
XI Carcinomas and other malignant epithelial neoplasms,Wyoming,72,3396153,2.12
XI(a) Adrenocortical carcinomas,California,55,236070538,0.020000000000000004
XI(a) Adrenocortical carcinomas,Delaware,0,5268436,0
XI(a) Adrenocortical carcinomas,Florida,20,102863635,0.020000000000000004
XI(a) Adrenocortical carcinomas,Georgia,18,62011319,0.03
XI(a) Adrenocortical carcinomas,Michigan,18,61154757,0.03
XI(a) Adrenocortical carcinomas,New York,22,113517852,0.020000000000000004
XI(a) Adrenocortical carcinomas,Ohio,16,70366333,0.020000000000000004
XI(a) Adrenocortical carcinomas,Pennsylvania,25,72683727,0.03
XI(a) Adrenocortical carcinomas,Rhode Island,0,6082080,0
XI(a) Adrenocortical carcinomas,Texas,42,172599550,0.020000000000000004
XI(a) Adrenocortical carcinomas,Wyoming,0,3396153,0
XI(b) Thyroid carcinomas,Alabama,187,28877079,0.65
XI(b) Thyroid carcinomas,Alaska,42,4720625,0.8900000000000001
XI(b) Thyroid carcinomas,Arizona,351,39775657,0.8800000000000001
XI(b) Thyroid carcinomas,Arkansas,134,17898158,0.75
XI(b) Thyroid carcinomas,California,1940,236070538,0.82
XI(b) Thyroid carcinomas,Colorado,252,30887289,0.82
XI(b) Thyroid carcinomas,Connecticut,228,20830240,1.09
XI(b) Thyroid carcinomas,Delaware,43,5268436,0.82
XI(b) Thyroid carcinomas,District of Columbia,23,3083338,0.75
XI(b) Thyroid carcinomas,Florida,877,102863635,0.8500000000000001
XI(b) Thyroid carcinomas,Georgia,427,62011319,0.6900000000000001
XI(b) Thyroid carcinomas,Hawaii,44,7747695,0.5700000000000001
XI(b) Thyroid carcinomas,Idaho,106,10734756,0.9900000000000001
XI(b) Thyroid carcinomas,Illinois,780,79093866,0.9900000000000001
XI(b) Thyroid carcinomas,Indiana,277,37414578,0.7400000000000001
XI(b) Thyroid carcinomas,Iowa,176,18924991,0.9300000000000002
XI(b) Thyroid carcinomas,Kansas,177,18406535,0.96
XI(b) Thyroid carcinomas,Kentucky,267,25974328,1.03
XI(b) Thyroid carcinomas,Louisiana,181,29086064,0.6200000000000001
XI(b) Thyroid carcinomas,Maine,100,7144119,1.4000000000000001
XI(b) Thyroid carcinomas,Maryland,276,34984232,0.79
XI(b) Thyroid carcinomas,Massachusetts,359,37580693,0.96
XI(b) Thyroid carcinomas,Michigan,535,61154757,0.87
XI(b) Thyroid carcinomas,Minnesota,275,33142582,0.8300000000000001
XI(b) Thyroid carcinomas,Mississippi,95,15669603,0.61
XI(b) Thyroid carcinomas,Missouri,267,36266473,0.7400000000000001
XI(b) Thyroid carcinomas,Montana,56,5846055,0.96
XI(b) Thyroid carcinomas,Nebraska,125,11903430,1.05
XI(b) Thyroid carcinomas,Nevada,138,16014625,0.86
XI(b) Thyroid carcinomas,New Hampshire,75,7453487,1.01
XI(b) Thyroid carcinomas,New Jersey,637,52654520,1.21
XI(b) Thyroid carcinomas,New Mexico,131,12904509,1.02
XI(b) Thyroid carcinomas,New York,1299,113517852,1.1400000000000001
XI(b) Thyroid carcinomas,North Carolina,421,56649928,0.7400000000000001
XI(b) Thyroid carcinomas,North Dakota,33,4266274,0.77
XI(b) Thyroid carcinomas,Ohio,590,70366333,0.8400000000000001
XI(b) Thyroid carcinomas,Oklahoma,175,23756620,0.7400000000000001
XI(b) Thyroid carcinomas,Oregon,191,22097759,0.86
XI(b) Thyroid carcinomas,Pennsylvania,829,72683727,1.1400000000000001
XI(b) Thyroid carcinomas,Rhode Island,71,6082080,1.17
XI(b) Thyroid carcinomas,South Carolina,148,27583495,0.54
XI(b) Thyroid carcinomas,South Dakota,33,4834317,0.68
XI(b) Thyroid carcinomas,Tennessee,295,37884392,0.78
XI(b) Thyroid carcinomas,Texas,1364,172599550,0.79
XI(b) Thyroid carcinomas,Utah,202,21588203,0.9400000000000001
XI(b) Thyroid carcinomas,Vermont,39,3490801,1.1199999999999999
XI(b) Thyroid carcinomas,Virginia,371,47413830,0.78
XI(b) Thyroid carcinomas,Washington,371,40520105,0.9199999999999999
XI(b) Thyroid carcinomas,West Virginia,111,9950567,1.1199999999999999
XI(b) Thyroid carcinomas,Wisconsin,311,34329682,0.91
XI(b) Thyroid carcinomas,Wyoming,28,3396153,0.82
XI(c) Nasopharyngeal carcinomas,Alabama,30,28877079,0.1
XI(c) Nasopharyngeal carcinomas,California,118,236070538,0.05
XI(c) Nasopharyngeal carcinomas,Florida,69,102863635,0.06999999999999999
XI(c) Nasopharyngeal carcinomas,Georgia,45,62011319,0.06999999999999999
XI(c) Nasopharyngeal carcinomas,Illinois,38,79093866,0.05
XI(c) Nasopharyngeal carcinomas,Kentucky,16,25974328,0.06
XI(c) Nasopharyngeal carcinomas,Louisiana,22,29086064,0.08000000000000002
XI(c) Nasopharyngeal carcinomas,Maryland,29,34984232,0.08000000000000002
XI(c) Nasopharyngeal carcinomas,Michigan,27,61154757,0.04000000000000001
XI(c) Nasopharyngeal carcinomas,Minnesota,16,33142582,0.05
XI(c) Nasopharyngeal carcinomas,Missouri,25,36266473,0.06999999999999999
XI(c) Nasopharyngeal carcinomas,New Jersey,27,52654520,0.05
XI(c) Nasopharyngeal carcinomas,New York,77,113517852,0.06999999999999999
XI(c) Nasopharyngeal carcinomas,North Carolina,35,56649928,0.06
XI(c) Nasopharyngeal carcinomas,Ohio,31,70366333,0.04000000000000001
XI(c) Nasopharyngeal carcinomas,Oklahoma,19,23756620,0.08000000000000002
XI(c) Nasopharyngeal carcinomas,Pennsylvania,42,72683727,0.06
XI(c) Nasopharyngeal carcinomas,Rhode Island,0,6082080,0
XI(c) Nasopharyngeal carcinomas,South Carolina,19,27583495,0.06999999999999999
XI(c) Nasopharyngeal carcinomas,Tennessee,22,37884392,0.06
XI(c) Nasopharyngeal carcinomas,Texas,84,172599550,0.05
XI(c) Nasopharyngeal carcinomas,Virginia,18,47413830,0.04000000000000001
XI(c) Nasopharyngeal carcinomas,Wyoming,0,3396153,0
XI(d) Malignant melanomas,Alabama,127,28877079,0.44000000000000006
XI(d) Malignant melanomas,Arizona,189,39775657,0.48
XI(d) Malignant melanomas,Arkansas,61,17898158,0.34
XI(d) Malignant melanomas,California,955,236070538,0.4
XI(d) Malignant melanomas,Colorado,156,30887289,0.51
XI(d) Malignant melanomas,Connecticut,106,20830240,0.51
XI(d) Malignant melanomas,Delaware,33,5268436,0.63
XI(d) Malignant melanomas,Florida,497,102863635,0.48
XI(d) Malignant melanomas,Georgia,241,62011319,0.39
XI(d) Malignant melanomas,Hawaii,30,7747695,0.39
XI(d) Malignant melanomas,Idaho,67,10734756,0.6200000000000001
XI(d) Malignant melanomas,Illinois,330,79093866,0.42000000000000004
XI(d) Malignant melanomas,Indiana,160,37414578,0.43
XI(d) Malignant melanomas,Iowa,135,18924991,0.71
XI(d) Malignant melanomas,Kansas,117,18406535,0.6400000000000001
XI(d) Malignant melanomas,Kentucky,120,25974328,0.45999999999999996
XI(d) Malignant melanomas,Louisiana,138,29086064,0.47000000000000003
XI(d) Malignant melanomas,Maine,34,7144119,0.48
XI(d) Malignant melanomas,Maryland,180,34984232,0.51
XI(d) Malignant melanomas,Massachusetts,174,37580693,0.45999999999999996
XI(d) Malignant melanomas,Michigan,361,61154757,0.5900000000000001
XI(d) Malignant melanomas,Minnesota,170,33142582,0.51
XI(d) Malignant melanomas,Mississippi,67,15669603,0.43
XI(d) Malignant melanomas,Missouri,156,36266473,0.43
XI(d) Malignant melanomas,Montana,30,5846055,0.51
XI(d) Malignant melanomas,Nebraska,56,11903430,0.47000000000000003
XI(d) Malignant melanomas,Nevada,57,16014625,0.36000000000000004
XI(d) Malignant melanomas,New Hampshire,70,7453487,0.9400000000000001
XI(d) Malignant melanomas,New Jersey,243,52654520,0.45999999999999996
XI(d) Malignant melanomas,New Mexico,36,12904509,0.27999999999999997
XI(d) Malignant melanomas,New York,422,113517852,0.37000000000000005
XI(d) Malignant melanomas,North Carolina,254,56649928,0.45
XI(d) Malignant melanomas,North Dakota,28,4266274,0.66
XI(d) Malignant melanomas,Ohio,425,70366333,0.6000000000000001
XI(d) Malignant melanomas,Oklahoma,115,23756620,0.48
XI(d) Malignant melanomas,Oregon,134,22097759,0.61
XI(d) Malignant melanomas,Pennsylvania,424,72683727,0.58
XI(d) Malignant melanomas,Rhode Island,23,6082080,0.38
XI(d) Malignant melanomas,South Carolina,104,27583495,0.38
XI(d) Malignant melanomas,South Dakota,17,4834317,0.35000000000000003
XI(d) Malignant melanomas,Tennessee,157,37884392,0.41
XI(d) Malignant melanomas,Texas,646,172599550,0.37000000000000005
XI(d) Malignant melanomas,Utah,160,21588203,0.7400000000000001
XI(d) Malignant melanomas,Vermont,22,3490801,0.63
XI(d) Malignant melanomas,Virginia,169,47413830,0.36000000000000004
XI(d) Malignant melanomas,Washington,261,40520105,0.6400000000000001
XI(d) Malignant melanomas,West Virginia,60,9950567,0.6000000000000001
XI(d) Malignant melanomas,Wisconsin,155,34329682,0.45
XI(d) Malignant melanomas,Wyoming,25,3396153,0.7400000000000001
XI(e) Skin carcinomas,Alaska,0,4720625,0
XI(e) Skin carcinomas,California,24,236070538,0.010000000000000002
XI(e) Skin carcinomas,Mississippi,0,15669603,0
XI(e) Skin carcinomas,Montana,0,5846055,0
XI(e) Skin carcinomas,New Hampshire,0,7453487,0
XI(e) Skin carcinomas,Rhode Island,0,6082080,0
XI(e) Skin carcinomas,South Dakota,0,4834317,0
XI(e) Skin carcinomas,Vermont,0,3490801,0
XI(e) Skin carcinomas,Wyoming,0,3396153,0
XI(f) Other and unspecified carcinomas,Alabama,161,28877079,0.5599999999999999
XI(f) Other and unspecified carcinomas,Alaska,28,4720625,0.5900000000000001
XI(f) Other and unspecified carcinomas,Arizona,194,39775657,0.49000000000000005
XI(f) Other and unspecified carcinomas,Arkansas,81,17898158,0.45
XI(f) Other and unspecified carcinomas,California,1183,236070538,0.5
XI(f) Other and unspecified carcinomas,Colorado,181,30887289,0.5900000000000001
XI(f) Other and unspecified carcinomas,Connecticut,164,20830240,0.79
XI(f) Other and unspecified carcinomas,Delaware,31,5268436,0.5900000000000001
XI(f) Other and unspecified carcinomas,District of Columbia,17,3083338,0.55
XI(f) Other and unspecified carcinomas,Florida,550,102863635,0.53
XI(f) Other and unspecified carcinomas,Georgia,329,62011319,0.53
XI(f) Other and unspecified carcinomas,Hawaii,46,7747695,0.5900000000000001
XI(f) Other and unspecified carcinomas,Idaho,64,10734756,0.6000000000000001
XI(f) Other and unspecified carcinomas,Illinois,476,79093866,0.6000000000000001
XI(f) Other and unspecified carcinomas,Indiana,174,37414578,0.47000000000000003
XI(f) Other and unspecified carcinomas,Iowa,120,18924991,0.63
XI(f) Other and unspecified carcinomas,Kansas,106,18406535,0.58
XI(f) Other and unspecified carcinomas,Kentucky,165,25974328,0.6400000000000001
XI(f) Other and unspecified carcinomas,Louisiana,148,29086064,0.51
XI(f) Other and unspecified carcinomas,Maine,56,7144119,0.78
XI(f) Other and unspecified carcinomas,Maryland,194,34984232,0.55
XI(f) Other and unspecified carcinomas,Massachusetts,218,37580693,0.58
XI(f) Other and unspecified carcinomas,Michigan,408,61154757,0.67
XI(f) Other and unspecified carcinomas,Minnesota,204,33142582,0.6200000000000001
XI(f) Other and unspecified carcinomas,Mississippi,85,15669603,0.54
XI(f) Other and unspecified carcinomas,Missouri,201,36266473,0.55
XI(f) Other and unspecified carcinomas,Montana,37,5846055,0.63
XI(f) Other and unspecified carcinomas,Nebraska,80,11903430,0.67
XI(f) Other and unspecified carcinomas,Nevada,63,16014625,0.39
XI(f) Other and unspecified carcinomas,New Hampshire,61,7453487,0.82
XI(f) Other and unspecified carcinomas,New Jersey,324,52654520,0.6200000000000001
XI(f) Other and unspecified carcinomas,New Mexico,67,12904509,0.52
XI(f) Other and unspecified carcinomas,New York,781,113517852,0.6900000000000001
XI(f) Other and unspecified carcinomas,North Carolina,320,56649928,0.5599999999999999
XI(f) Other and unspecified carcinomas,North Dakota,27,4266274,0.63
XI(f) Other and unspecified carcinomas,Ohio,369,70366333,0.52
XI(f) Other and unspecified carcinomas,Oklahoma,107,23756620,0.45
XI(f) Other and unspecified carcinomas,Oregon,119,22097759,0.54
XI(f) Other and unspecified carcinomas,Pennsylvania,424,72683727,0.58
XI(f) Other and unspecified carcinomas,Rhode Island,35,6082080,0.58
XI(f) Other and unspecified carcinomas,South Carolina,146,27583495,0.53
XI(f) Other and unspecified carcinomas,South Dakota,26,4834317,0.54
XI(f) Other and unspecified carcinomas,Tennessee,204,37884392,0.54
XI(f) Other and unspecified carcinomas,Texas,979,172599550,0.5700000000000001
XI(f) Other and unspecified carcinomas,Utah,132,21588203,0.61
XI(f) Other and unspecified carcinomas,Vermont,22,3490801,0.63
XI(f) Other and unspecified carcinomas,Virginia,219,47413830,0.45999999999999996
XI(f) Other and unspecified carcinomas,Washington,280,40520105,0.6900000000000001
XI(f) Other and unspecified carcinomas,West Virginia,75,9950567,0.75
XI(f) Other and unspecified carcinomas,Wisconsin,177,34329682,0.52
XI(f) Other and unspecified carcinomas,Wyoming,19,3396153,0.5599999999999999
XII Other and unspecified malignant neoplasms,Alabama,103,28877079,0.36000000000000004
XII Other and unspecified malignant neoplasms,Arizona,42,39775657,0.11000000000000001
XII Other and unspecified malignant neoplasms,California,154,236070538,0.06999999999999999
XII Other and unspecified malignant neoplasms,Colorado,29,30887289,0.09000000000000001
XII Other and unspecified malignant neoplasms,Connecticut,17,20830240,0.08000000000000002
XII Other and unspecified malignant neoplasms,Florida,128,102863635,0.12
XII Other and unspecified malignant neoplasms,Georgia,48,62011319,0.08000000000000002
XII Other and unspecified malignant neoplasms,Illinois,54,79093866,0.06999999999999999
XII Other and unspecified malignant neoplasms,Indiana,29,37414578,0.08000000000000002
XII Other and unspecified malignant neoplasms,Kentucky,17,25974328,0.06999999999999999
XII Other and unspecified malignant neoplasms,Louisiana,22,29086064,0.08000000000000002
XII Other and unspecified malignant neoplasms,Maryland,57,34984232,0.16000000000000003
XII Other and unspecified malignant neoplasms,Massachusetts,24,37580693,0.06
XII Other and unspecified malignant neoplasms,Michigan,42,61154757,0.06999999999999999
XII Other and unspecified malignant neoplasms,Minnesota,25,33142582,0.08000000000000002
XII Other and unspecified malignant neoplasms,Missouri,39,36266473,0.11000000000000001
XII Other and unspecified malignant neoplasms,Nevada,21,16014625,0.13
XII Other and unspecified malignant neoplasms,New Jersey,58,52654520,0.11000000000000001
XII Other and unspecified malignant neoplasms,New York,98,113517852,0.09000000000000001
XII Other and unspecified malignant neoplasms,North Carolina,49,56649928,0.09000000000000001
XII Other and unspecified malignant neoplasms,Ohio,40,70366333,0.06
XII Other and unspecified malignant neoplasms,Oklahoma,33,23756620,0.13999999999999999
XII Other and unspecified malignant neoplasms,Pennsylvania,62,72683727,0.09000000000000001
XII Other and unspecified malignant neoplasms,South Carolina,32,27583495,0.12
XII Other and unspecified malignant neoplasms,Tennessee,43,37884392,0.11000000000000001
XII Other and unspecified malignant neoplasms,Texas,262,172599550,0.15000000000000002
XII Other and unspecified malignant neoplasms,Utah,16,21588203,0.06999999999999999
XII Other and unspecified malignant neoplasms,Virginia,39,47413830,0.08000000000000002
XII Other and unspecified malignant neoplasms,Washington,41,40520105,0.1
XII Other and unspecified malignant neoplasms,Wisconsin,24,34329682,0.06999999999999999
XII(a) Other specified malignant tumors,Arizona,22,39775657,0.06
XII(a) Other specified malignant tumors,California,101,236070538,0.04000000000000001
XII(a) Other specified malignant tumors,Colorado,22,30887289,0.06999999999999999
XII(a) Other specified malignant tumors,Delaware,0,5268436,0
XII(a) Other specified malignant tumors,District of Columbia,0,3083338,0
XII(a) Other specified malignant tumors,Florida,64,102863635,0.06
XII(a) Other specified malignant tumors,Georgia,29,62011319,0.05
XII(a) Other specified malignant tumors,Illinois,38,79093866,0.05
XII(a) Other specified malignant tumors,Indiana,21,37414578,0.06
XII(a) Other specified malignant tumors,Massachusetts,19,37580693,0.05
XII(a) Other specified malignant tumors,Michigan,20,61154757,0.03
XII(a) Other specified malignant tumors,Minnesota,22,33142582,0.06999999999999999
XII(a) Other specified malignant tumors,Missouri,23,36266473,0.06
XII(a) Other specified malignant tumors,New Jersey,34,52654520,0.06
XII(a) Other specified malignant tumors,New York,56,113517852,0.05
XII(a) Other specified malignant tumors,North Carolina,35,56649928,0.06
XII(a) Other specified malignant tumors,Ohio,31,70366333,0.04000000000000001
XII(a) Other specified malignant tumors,Pennsylvania,35,72683727,0.05
XII(a) Other specified malignant tumors,South Dakota,0,4834317,0
XII(a) Other specified malignant tumors,Tennessee,22,37884392,0.06
XII(a) Other specified malignant tumors,Texas,66,172599550,0.04000000000000001
XII(a) Other specified malignant tumors,Virginia,18,47413830,0.04000000000000001
XII(a) Other specified malignant tumors,Washington,29,40520105,0.06999999999999999
XII(b) Other unspecified malignant tumors,Alabama,94,28877079,0.33
XII(b) Other unspecified malignant tumors,Arizona,20,39775657,0.05
XII(b) Other unspecified malignant tumors,California,53,236070538,0.020000000000000004
XII(b) Other unspecified malignant tumors,Florida,64,102863635,0.06
XII(b) Other unspecified malignant tumors,Georgia,19,62011319,0.03
XII(b) Other unspecified malignant tumors,Illinois,16,79093866,0.020000000000000004
XII(b) Other unspecified malignant tumors,Maryland,42,34984232,0.12
XII(b) Other unspecified malignant tumors,Michigan,22,61154757,0.04000000000000001
XII(b) Other unspecified malignant tumors,Missouri,16,36266473,0.04000000000000001
XII(b) Other unspecified malignant tumors,New Jersey,24,52654520,0.05
XII(b) Other unspecified malignant tumors,New York,42,113517852,0.04000000000000001
XII(b) Other unspecified malignant tumors,North Dakota,0,4266274,0
XII(b) Other unspecified malignant tumors,Oklahoma,26,23756620,0.11000000000000001
XII(b) Other unspecified malignant tumors,Pennsylvania,27,72683727,0.04000000000000001
XII(b) Other unspecified malignant tumors,South Carolina,22,27583495,0.08000000000000002
XII(b) Other unspecified malignant tumors,Tennessee,21,37884392,0.06
XII(b) Other unspecified malignant tumors,Texas,196,172599550,0.11000000000000001
XII(b) Other unspecified malignant tumors,Virginia,21,47413830,0.04000000000000001
XII(b) Other unspecified malignant tumors,Wisconsin,17,34329682,0.05
XII(b) Other unspecified malignant tumors,Wyoming,0,3396153,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
