cancer_site,state,sex,count,population,crude_rate_100k
III(b) Astrocytomas,South Carolina,Female,188,13498914,1.3900000000000001
III(b) Astrocytomas,South Carolina,Male,209,14084581,1.4800000000000002
III(b) Astrocytomas,South Dakota,Female,26,2350852,1.11
III(b) Astrocytomas,South Dakota,Male,40,2483465,1.6100000000000003
III(b) Astrocytomas,Tennessee,Female,308,18500186,1.6600000000000001
III(b) Astrocytomas,Tennessee,Male,312,19384206,1.6100000000000003
III(b) Astrocytomas,Texas,Female,1248,84248594,1.4800000000000002
III(b) Astrocytomas,Texas,Male,1429,88350956,1.62
III(b) Astrocytomas,Utah,Female,179,10538554,1.7000000000000002
III(b) Astrocytomas,Utah,Male,193,11049649,1.75
III(b) Astrocytomas,Vermont,Female,16,1694835,0.9400000000000001
III(b) Astrocytomas,Vermont,Male,23,1795966,1.2800000000000002
III(b) Astrocytomas,Virginia,Female,320,23185434,1.3800000000000001
III(b) Astrocytomas,Virginia,Male,358,24228396,1.4800000000000002
III(b) Astrocytomas,Washington,Female,369,19738654,1.87
III(b) Astrocytomas,Washington,Male,361,20781451,1.74
III(b) Astrocytomas,West Virginia,Female,87,4839575,1.8
III(b) Astrocytomas,West Virginia,Male,100,5110992,1.9600000000000002
III(b) Astrocytomas,Wisconsin,Female,279,16755799,1.67
III(b) Astrocytomas,Wisconsin,Male,303,17573883,1.72
III(b) Astrocytomas,Wyoming,Female,19,1642684,1.16
III(b) Astrocytomas,Wyoming,Male,24,1753469,1.37
III(c) Intracranial and intraspinal embryonal tumors,Alabama,Female,47,14140689,0.33
III(c) Intracranial and intraspinal embryonal tumors,Alabama,Male,95,14736390,0.6400000000000001
III(c) Intracranial and intraspinal embryonal tumors,Alaska,Male,16,2440694,0.66
III(c) Intracranial and intraspinal embryonal tumors,Arizona,Female,95,19406377,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Arizona,Male,159,20369280,0.78
III(c) Intracranial and intraspinal embryonal tumors,Arkansas,Female,42,8729058,0.48
III(c) Intracranial and intraspinal embryonal tumors,Arkansas,Male,67,9169100,0.73
III(c) Intracranial and intraspinal embryonal tumors,California,Female,581,115078726,0.5
III(c) Intracranial and intraspinal embryonal tumors,California,Male,853,120991812,0.71
III(c) Intracranial and intraspinal embryonal tumors,Colorado,Female,66,15025190,0.44000000000000006
III(c) Intracranial and intraspinal embryonal tumors,Colorado,Male,114,15862099,0.7200000000000001
III(c) Intracranial and intraspinal embryonal tumors,Connecticut,Female,44,10175364,0.43
III(c) Intracranial and intraspinal embryonal tumors,Connecticut,Male,58,10654876,0.54
III(c) Intracranial and intraspinal embryonal tumors,Delaware,Female,23,2591476,0.8900000000000001
III(c) Intracranial and intraspinal embryonal tumors,Delaware,Male,18,2676960,0.67
III(c) Intracranial and intraspinal embryonal tumors,Florida,Female,255,50182775,0.51
III(c) Intracranial and intraspinal embryonal tumors,Florida,Male,402,52680860,0.76
III(c) Intracranial and intraspinal embryonal tumors,Georgia,Female,161,30321686,0.53
III(c) Intracranial and intraspinal embryonal tumors,Georgia,Male,200,31689633,0.63
III(c) Intracranial and intraspinal embryonal tumors,Hawaii,Female,21,3750270,0.5599999999999999
III(c) Intracranial and intraspinal embryonal tumors,Hawaii,Male,31,3997425,0.78
III(c) Intracranial and intraspinal embryonal tumors,Idaho,Female,27,5258478,0.51
III(c) Intracranial and intraspinal embryonal tumors,Idaho,Male,35,5476278,0.6400000000000001
III(c) Intracranial and intraspinal embryonal tumors,Illinois,Female,182,38604523,0.47000000000000003
III(c) Intracranial and intraspinal embryonal tumors,Illinois,Male,289,40489343,0.71
III(c) Intracranial and intraspinal embryonal tumors,Indiana,Female,89,18245506,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Indiana,Male,155,19169072,0.81
III(c) Intracranial and intraspinal embryonal tumors,Iowa,Female,45,9228398,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Iowa,Male,84,9696593,0.87
III(c) Intracranial and intraspinal embryonal tumors,Kansas,Female,43,8950919,0.48
III(c) Intracranial and intraspinal embryonal tumors,Kansas,Male,54,9455616,0.5700000000000001
III(c) Intracranial and intraspinal embryonal tumors,Kentucky,Female,58,12645562,0.45999999999999996
III(c) Intracranial and intraspinal embryonal tumors,Kentucky,Male,104,13328766,0.78
III(c) Intracranial and intraspinal embryonal tumors,Louisiana,Female,71,14259277,0.5
III(c) Intracranial and intraspinal embryonal tumors,Louisiana,Male,97,14826787,0.65
III(c) Intracranial and intraspinal embryonal tumors,Maine,Female,17,3472550,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Maine,Male,34,3671569,0.9300000000000002
III(c) Intracranial and intraspinal embryonal tumors,Maryland,Female,76,17122384,0.44000000000000006
III(c) Intracranial and intraspinal embryonal tumors,Maryland,Male,112,17861848,0.63
III(c) Intracranial and intraspinal embryonal tumors,Massachusetts,Female,92,18423690,0.5
III(c) Intracranial and intraspinal embryonal tumors,Massachusetts,Male,118,19157003,0.6200000000000001
III(c) Intracranial and intraspinal embryonal tumors,Michigan,Female,148,29825800,0.5
III(c) Intracranial and intraspinal embryonal tumors,Michigan,Male,216,31328957,0.6900000000000001
III(c) Intracranial and intraspinal embryonal tumors,Minnesota,Female,70,16188565,0.43
III(c) Intracranial and intraspinal embryonal tumors,Minnesota,Male,117,16954017,0.6900000000000001
III(c) Intracranial and intraspinal embryonal tumors,Mississippi,Female,38,7683130,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Mississippi,Male,51,7986473,0.6400000000000001
III(c) Intracranial and intraspinal embryonal tumors,Missouri,Female,87,17691930,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Missouri,Male,141,18574543,0.76
III(c) Intracranial and intraspinal embryonal tumors,Montana,Male,24,3010924,0.8
III(c) Intracranial and intraspinal embryonal tumors,Nebraska,Female,40,5805706,0.6900000000000001
III(c) Intracranial and intraspinal embryonal tumors,Nebraska,Male,49,6097724,0.8
III(c) Intracranial and intraspinal embryonal tumors,Nevada,Female,41,7794272,0.53
III(c) Intracranial and intraspinal embryonal tumors,Nevada,Male,50,8220353,0.61
III(c) Intracranial and intraspinal embryonal tumors,New Hampshire,Female,24,3642488,0.66
III(c) Intracranial and intraspinal embryonal tumors,New Hampshire,Male,25,3810999,0.66
III(c) Intracranial and intraspinal embryonal tumors,New Jersey,Female,143,25677915,0.5599999999999999
III(c) Intracranial and intraspinal embryonal tumors,New Jersey,Male,176,26976605,0.65
III(c) Intracranial and intraspinal embryonal tumors,New Mexico,Female,16,6321366,0.25
III(c) Intracranial and intraspinal embryonal tumors,New Mexico,Male,42,6583143,0.6400000000000001
III(c) Intracranial and intraspinal embryonal tumors,New York,Female,266,55453325,0.48
III(c) Intracranial and intraspinal embryonal tumors,New York,Male,398,58064527,0.6900000000000001
III(c) Intracranial and intraspinal embryonal tumors,North Carolina,Female,132,27670201,0.48
III(c) Intracranial and intraspinal embryonal tumors,North Carolina,Male,181,28979727,0.6200000000000001
III(c) Intracranial and intraspinal embryonal tumors,North Dakota,Male,24,2194388,1.09
III(c) Intracranial and intraspinal embryonal tumors,Ohio,Female,164,34368943,0.48
III(c) Intracranial and intraspinal embryonal tumors,Ohio,Male,258,35997390,0.7200000000000001
III(c) Intracranial and intraspinal embryonal tumors,Oklahoma,Female,62,11570306,0.54
III(c) Intracranial and intraspinal embryonal tumors,Oklahoma,Male,98,12186314,0.8
III(c) Intracranial and intraspinal embryonal tumors,Oregon,Female,54,10773308,0.5
III(c) Intracranial and intraspinal embryonal tumors,Oregon,Male,97,11324451,0.86
III(c) Intracranial and intraspinal embryonal tumors,Pennsylvania,Female,172,35510719,0.48
III(c) Intracranial and intraspinal embryonal tumors,Pennsylvania,Male,247,37173008,0.66
III(c) Intracranial and intraspinal embryonal tumors,Rhode Island,Male,16,3098728,0.52
III(c) Intracranial and intraspinal embryonal tumors,South Carolina,Female,64,13498914,0.47000000000000003
III(c) Intracranial and intraspinal embryonal tumors,South Carolina,Male,79,14084581,0.5599999999999999
III(c) Intracranial and intraspinal embryonal tumors,South Dakota,Male,16,2483465,0.6400000000000001
III(c) Intracranial and intraspinal embryonal tumors,Tennessee,Female,91,18500186,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Tennessee,Male,136,19384206,0.7000000000000001
III(c) Intracranial and intraspinal embryonal tumors,Texas,Female,410,84248594,0.49000000000000005
III(c) Intracranial and intraspinal embryonal tumors,Texas,Male,609,88350956,0.6900000000000001
III(c) Intracranial and intraspinal embryonal tumors,Utah,Female,48,10538554,0.45999999999999996
III(c) Intracranial and intraspinal embryonal tumors,Utah,Male,102,11049649,0.9199999999999999
III(c) Intracranial and intraspinal embryonal tumors,Virginia,Female,110,23185434,0.47000000000000003
III(c) Intracranial and intraspinal embryonal tumors,Virginia,Male,155,24228396,0.6400000000000001
III(c) Intracranial and intraspinal embryonal tumors,Washington,Female,108,19738654,0.55
III(c) Intracranial and intraspinal embryonal tumors,Washington,Male,162,20781451,0.78
III(c) Intracranial and intraspinal embryonal tumors,West Virginia,Female,30,4839575,0.6200000000000001
III(c) Intracranial and intraspinal embryonal tumors,West Virginia,Male,50,5110992,0.9800000000000001
III(c) Intracranial and intraspinal embryonal tumors,Wisconsin,Female,75,16755799,0.45
III(c) Intracranial and intraspinal embryonal tumors,Wisconsin,Male,109,17573883,0.6200000000000001
III(c) Intracranial and intraspinal embryonal tumors,Wyoming,Male,16,1753469,0.91
III(d) Other gliomas,Alabama,Female,59,14140689,0.42000000000000004
III(d) Other gliomas,Alabama,Male,68,14736390,0.45999999999999996
III(d) Other gliomas,Arizona,Female,91,19406377,0.47000000000000003
III(d) Other gliomas,Arizona,Male,105,20369280,0.52
III(d) Other gliomas,Arkansas,Female,49,8729058,0.5599999999999999
III(d) Other gliomas,Arkansas,Male,43,9169100,0.47000000000000003
III(d) Other gliomas,California,Female,514,115078726,0.45
III(d) Other gliomas,California,Male,499,120991812,0.41
III(d) Other gliomas,Colorado,Female,81,15025190,0.54
III(d) Other gliomas,Colorado,Male,79,15862099,0.5
III(d) Other gliomas,Connecticut,Female,77,10175364,0.76
III(d) Other gliomas,Connecticut,Male,82,10654876,0.77
III(d) Other gliomas,Delaware,Female,30,2591476,1.16
III(d) Other gliomas,Delaware,Male,18,2676960,0.67
III(d) Other gliomas,Florida,Female,326,50182775,0.65
III(d) Other gliomas,Florida,Male,351,52680860,0.67
III(d) Other gliomas,Georgia,Female,163,30321686,0.54
III(d) Other gliomas,Georgia,Male,169,31689633,0.53
III(d) Other gliomas,Hawaii,Male,17,3997425,0.43
III(d) Other gliomas,Idaho,Female,28,5258478,0.53
III(d) Other gliomas,Idaho,Male,28,5476278,0.51
III(d) Other gliomas,Illinois,Female,178,38604523,0.45999999999999996
III(d) Other gliomas,Illinois,Male,187,40489343,0.45999999999999996
III(d) Other gliomas,Indiana,Female,132,18245506,0.7200000000000001
III(d) Other gliomas,Indiana,Male,122,19169072,0.6400000000000001
III(d) Other gliomas,Iowa,Female,53,9228398,0.5700000000000001
III(d) Other gliomas,Iowa,Male,63,9696593,0.65
III(d) Other gliomas,Kansas,Female,57,8950919,0.6400000000000001
III(d) Other gliomas,Kansas,Male,34,9455616,0.36000000000000004
III(d) Other gliomas,Kentucky,Female,104,12645562,0.82
III(d) Other gliomas,Kentucky,Male,93,13328766,0.7000000000000001
III(d) Other gliomas,Louisiana,Female,73,14259277,0.51
III(d) Other gliomas,Louisiana,Male,73,14826787,0.49000000000000005
III(d) Other gliomas,Maine,Female,27,3472550,0.78
III(d) Other gliomas,Maine,Male,19,3671569,0.52
III(d) Other gliomas,Maryland,Female,85,17122384,0.5
III(d) Other gliomas,Maryland,Male,79,17861848,0.44000000000000006
III(d) Other gliomas,Massachusetts,Female,139,18423690,0.75
III(d) Other gliomas,Massachusetts,Male,145,19157003,0.76
III(d) Other gliomas,Michigan,Female,153,29825800,0.51
III(d) Other gliomas,Michigan,Male,177,31328957,0.5599999999999999
III(d) Other gliomas,Minnesota,Female,57,16188565,0.35000000000000003
III(d) Other gliomas,Minnesota,Male,54,16954017,0.32000000000000006
III(d) Other gliomas,Mississippi,Female,44,7683130,0.5700000000000001
III(d) Other gliomas,Mississippi,Male,35,7986473,0.44000000000000006
III(d) Other gliomas,Missouri,Female,100,17691930,0.5700000000000001
III(d) Other gliomas,Missouri,Male,97,18574543,0.52
III(d) Other gliomas,Montana,Female,16,2835131,0.5599999999999999
III(d) Other gliomas,Nebraska,Female,38,5805706,0.65
III(d) Other gliomas,Nebraska,Male,39,6097724,0.6400000000000001
III(d) Other gliomas,Nevada,Female,29,7794272,0.37000000000000005
III(d) Other gliomas,Nevada,Male,26,8220353,0.32000000000000006
III(d) Other gliomas,New Hampshire,Female,24,3642488,0.66
III(d) Other gliomas,New Hampshire,Male,31,3810999,0.81
III(d) Other gliomas,New Jersey,Female,169,25677915,0.66
III(d) Other gliomas,New Jersey,Male,194,26976605,0.7200000000000001
III(d) Other gliomas,New Mexico,Female,23,6321366,0.36000000000000004
III(d) Other gliomas,New Mexico,Male,27,6583143,0.41
III(d) Other gliomas,New York,Female,353,55453325,0.6400000000000001
III(d) Other gliomas,New York,Male,335,58064527,0.58
III(d) Other gliomas,North Carolina,Female,166,27670201,0.6000000000000001
III(d) Other gliomas,North Carolina,Male,154,28979727,0.53
III(d) Other gliomas,Ohio,Female,240,34368943,0.7000000000000001
III(d) Other gliomas,Ohio,Male,252,35997390,0.7000000000000001
III(d) Other gliomas,Oklahoma,Female,54,11570306,0.47000000000000003
III(d) Other gliomas,Oklahoma,Male,64,12186314,0.53
III(d) Other gliomas,Oregon,Female,68,10773308,0.63
III(d) Other gliomas,Oregon,Male,69,11324451,0.61
III(d) Other gliomas,Pennsylvania,Female,270,35510719,0.76
III(d) Other gliomas,Pennsylvania,Male,306,37173008,0.82
III(d) Other gliomas,South Carolina,Female,71,13498914,0.53
III(d) Other gliomas,South Carolina,Male,60,14084581,0.43
III(d) Other gliomas,South Dakota,Male,16,2483465,0.6400000000000001
III(d) Other gliomas,Tennessee,Female,108,18500186,0.58
III(d) Other gliomas,Tennessee,Male,94,19384206,0.48
III(d) Other gliomas,Texas,Female,559,84248594,0.66
III(d) Other gliomas,Texas,Male,522,88350956,0.5900000000000001
III(d) Other gliomas,Utah,Female,58,10538554,0.55
III(d) Other gliomas,Utah,Male,60,11049649,0.54
III(d) Other gliomas,Virginia,Female,119,23185434,0.51
III(d) Other gliomas,Virginia,Male,116,24228396,0.48
III(d) Other gliomas,Washington,Female,182,19738654,0.9199999999999999
III(d) Other gliomas,Washington,Male,183,20781451,0.8800000000000001
III(d) Other gliomas,West Virginia,Female,30,4839575,0.6200000000000001
III(d) Other gliomas,West Virginia,Male,38,5110992,0.7400000000000001
III(d) Other gliomas,Wisconsin,Female,102,16755799,0.61
III(d) Other gliomas,Wisconsin,Male,104,17573883,0.5900000000000001
III(e) Other specified intracranial/intraspinal neoplasms,California,Female,58,115078726,0.05
III(e) Other specified intracranial/intraspinal neoplasms,California,Male,74,120991812,0.06
III(e) Other specified intracranial/intraspinal neoplasms,District of Columbia,Female,0,1550069,0
III(e) Other specified intracranial/intraspinal neoplasms,District of Columbia,Male,0,1533269,0
III(e) Other specified intracranial/intraspinal neoplasms,Florida,Female,50,50182775,0.1
III(e) Other specified intracranial/intraspinal neoplasms,Florida,Male,46,52680860,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Georgia,Female,16,30321686,0.05
III(e) Other specified intracranial/intraspinal neoplasms,Georgia,Male,16,31689633,0.05
III(e) Other specified intracranial/intraspinal neoplasms,Hawaii,Female,0,3750270,0
III(e) Other specified intracranial/intraspinal neoplasms,Illinois,Female,21,38604523,0.05
III(e) Other specified intracranial/intraspinal neoplasms,Illinois,Male,27,40489343,0.06999999999999999
III(e) Other specified intracranial/intraspinal neoplasms,Indiana,Female,16,18245506,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Louisiana,Female,18,14259277,0.13
III(e) Other specified intracranial/intraspinal neoplasms,Massachusetts,Male,17,19157003,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Michigan,Female,23,29825800,0.08000000000000002
III(e) Other specified intracranial/intraspinal neoplasms,Michigan,Male,35,31328957,0.11000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Montana,Female,0,2835131,0
III(e) Other specified intracranial/intraspinal neoplasms,New Jersey,Male,16,26976605,0.06
III(e) Other specified intracranial/intraspinal neoplasms,New York,Female,39,55453325,0.06999999999999999
III(e) Other specified intracranial/intraspinal neoplasms,New York,Male,60,58064527,0.1
III(e) Other specified intracranial/intraspinal neoplasms,North Carolina,Female,27,27670201,0.1
III(e) Other specified intracranial/intraspinal neoplasms,North Dakota,Female,0,2071886,0
III(e) Other specified intracranial/intraspinal neoplasms,North Dakota,Male,0,2194388,0
III(e) Other specified intracranial/intraspinal neoplasms,Ohio,Female,23,34368943,0.06999999999999999
