cancer_site,state,age_group,count,population,crude_rate_100k
II(e) Unspecified lymphomas,District of Columbia,5-9 years,0,711036,0
II(e) Unspecified lymphomas,District of Columbia,< 1 year,0,187842,0
II(e) Unspecified lymphomas,Florida,15-19 years,27,27141887,0.1
II(e) Unspecified lymphomas,Florida,< 1 year,0,4872286,0
II(e) Unspecified lymphomas,Georgia,15-19 years,16,15860044,0.1
II(e) Unspecified lymphomas,Hawaii,1-4 years,0,1581086,0
II(e) Unspecified lymphomas,Hawaii,5-9 years,0,1924686,0
II(e) Unspecified lymphomas,Hawaii,< 1 year,0,405591,0
II(e) Unspecified lymphomas,Idaho,1-4 years,0,2064110,0
II(e) Unspecified lymphomas,Idaho,10-14 years,0,2734366,0
II(e) Unspecified lymphomas,Idaho,5-9 years,0,2642295,0
II(e) Unspecified lymphomas,Idaho,< 1 year,0,509756,0
II(e) Unspecified lymphomas,Illinois,< 1 year,0,3722515,0
II(e) Unspecified lymphomas,Indiana,1-4 years,0,7153917,0
II(e) Unspecified lymphomas,Indiana,< 1 year,0,1766128,0
II(e) Unspecified lymphomas,Iowa,1-4 years,0,3575940,0
II(e) Unspecified lymphomas,Iowa,5-9 years,0,4589946,0
II(e) Unspecified lymphomas,Iowa,< 1 year,0,882147,0
II(e) Unspecified lymphomas,Kansas,1-4 years,0,3564818,0
II(e) Unspecified lymphomas,Kansas,5-9 years,0,4528480,0
II(e) Unspecified lymphomas,Kansas,< 1 year,0,883860,0
II(e) Unspecified lymphomas,Kentucky,10-14 years,0,6602154,0
II(e) Unspecified lymphomas,Kentucky,< 1 year,0,1256613,0
II(e) Unspecified lymphomas,Louisiana,< 1 year,0,1419731,0
II(e) Unspecified lymphomas,Maine,1-4 years,0,1254194,0
II(e) Unspecified lymphomas,Maine,5-9 years,0,1698544,0
II(e) Unspecified lymphomas,Maine,< 1 year,0,301535,0
II(e) Unspecified lymphomas,Massachusetts,5-9 years,0,8944247,0
II(e) Unspecified lymphomas,Massachusetts,< 1 year,0,1695265,0
II(e) Unspecified lymphomas,Minnesota,5-9 years,0,8134262,0
II(e) Unspecified lymphomas,Minnesota,< 1 year,0,1570360,0
II(e) Unspecified lymphomas,Mississippi,5-9 years,0,3796934,0
II(e) Unspecified lymphomas,Mississippi,< 1 year,0,741996,0
II(e) Unspecified lymphomas,Missouri,1-4 years,0,6903905,0
II(e) Unspecified lymphomas,Missouri,10-14 years,0,9282197,0
II(e) Unspecified lymphomas,Montana,5-9 years,0,1411941,0
II(e) Unspecified lymphomas,Montana,< 1 year,0,268697,0
II(e) Unspecified lymphomas,Nebraska,1-4 years,0,2342070,0
II(e) Unspecified lymphomas,Nebraska,10-14 years,0,2984179,0
II(e) Unspecified lymphomas,Nebraska,15-19 years,0,3070717,0
II(e) Unspecified lymphomas,Nebraska,5-9 years,0,2921459,0
II(e) Unspecified lymphomas,Nebraska,< 1 year,0,585005,0
II(e) Unspecified lymphomas,Nevada,1-4 years,0,3221928,0
II(e) Unspecified lymphomas,Nevada,< 1 year,0,797109,0
II(e) Unspecified lymphomas,New Hampshire,1-4 years,0,1293526,0
II(e) Unspecified lymphomas,New Hampshire,10-14 years,0,1973487,0
II(e) Unspecified lymphomas,New Hampshire,5-9 years,0,1771669,0
II(e) Unspecified lymphomas,New Hampshire,< 1 year,0,306258,0
II(e) Unspecified lymphomas,New Jersey,< 1 year,0,2461972,0
II(e) Unspecified lymphomas,New Mexico,1-4 years,0,2458592,0
II(e) Unspecified lymphomas,New Mexico,5-9 years,0,3143697,0
II(e) Unspecified lymphomas,New Mexico,< 1 year,0,606097,0
II(e) Unspecified lymphomas,New York,15-19 years,17,30230461,0.06
II(e) Unspecified lymphomas,North Carolina,1-4 years,0,10909376,0
II(e) Unspecified lymphomas,North Dakota,1-4 years,0,836898,0
II(e) Unspecified lymphomas,North Dakota,10-14 years,0,1030719,0
II(e) Unspecified lymphomas,North Dakota,15-19 years,0,1168114,0
II(e) Unspecified lymphomas,North Dakota,< 1 year,0,212671,0
II(e) Unspecified lymphomas,Ohio,< 1 year,0,3238172,0
II(e) Unspecified lymphomas,Oklahoma,< 1 year,0,1160149,0
II(e) Unspecified lymphomas,Oregon,1-4 years,0,4209979,0
II(e) Unspecified lymphomas,Oregon,< 1 year,0,1028076,0
II(e) Unspecified lymphomas,Rhode Island,1-4 years,0,1081993,0
II(e) Unspecified lymphomas,Rhode Island,15-19 years,0,1794833,0
II(e) Unspecified lymphomas,Rhode Island,< 1 year,0,263285,0
II(e) Unspecified lymphomas,South Carolina,< 1 year,0,1301660,0
II(e) Unspecified lymphomas,South Dakota,1-4 years,0,962224,0
II(e) Unspecified lymphomas,South Dakota,10-14 years,0,1201910,0
II(e) Unspecified lymphomas,South Dakota,15-19 years,0,1242334,0
II(e) Unspecified lymphomas,South Dakota,< 1 year,0,241934,0
II(e) Unspecified lymphomas,Tennessee,< 1 year,0,1816912,0
II(e) Unspecified lymphomas,Texas,10-14 years,24,43696950,0.05
II(e) Unspecified lymphomas,Texas,15-19 years,55,43234905,0.13
II(e) Unspecified lymphomas,Texas,5-9 years,24,42752621,0.06
II(e) Unspecified lymphomas,Utah,1-4 years,0,4441432,0
II(e) Unspecified lymphomas,Utah,5-9 years,0,5408434,0
II(e) Unspecified lymphomas,Utah,< 1 year,0,1127988,0
II(e) Unspecified lymphomas,Vermont,1-4 years,0,587023,0
II(e) Unspecified lymphomas,Vermont,10-14 years,0,902253,0
II(e) Unspecified lymphomas,Vermont,5-9 years,0,803641,0
II(e) Unspecified lymphomas,Vermont,< 1 year,0,139410,0
II(e) Unspecified lymphomas,Virginia,< 1 year,0,2292551,0
II(e) Unspecified lymphomas,Washington,1-4 years,0,7867141,0
II(e) Unspecified lymphomas,Washington,10-14 years,0,10327779,0
II(e) Unspecified lymphomas,Washington,< 1 year,0,1949932,0
II(e) Unspecified lymphomas,West Virginia,1-4 years,0,1851405,0
II(e) Unspecified lymphomas,West Virginia,5-9 years,0,2397871,0
II(e) Unspecified lymphomas,West Virginia,< 1 year,0,460029,0
II(e) Unspecified lymphomas,Wisconsin,< 1 year,0,1547673,0
II(e) Unspecified lymphomas,Wyoming,1-4 years,0,651740,0
II(e) Unspecified lymphomas,Wyoming,5-9 years,0,830117,0
II(e) Unspecified lymphomas,Wyoming,< 1 year,0,161549,0
III CNS and misc intracranial and intraspinal neoplasms,Alabama,1-4 years,207,5469476,3.78
III CNS and misc intracranial and intraspinal neoplasms,Alabama,10-14 years,208,7397945,2.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Alabama,15-19 years,167,7638677,2.19
III CNS and misc intracranial and intraspinal neoplasms,Alabama,5-9 years,241,7009562,3.44
III CNS and misc intracranial and intraspinal neoplasms,Alabama,< 1 year,45,1361419,3.3100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Alaska,1-4 years,37,937213,3.95
III CNS and misc intracranial and intraspinal neoplasms,Alaska,10-14 years,23,1209026,1.9000000000000001
III CNS and misc intracranial and intraspinal neoplasms,Alaska,15-19 years,22,1168656,1.8800000000000001
III CNS and misc intracranial and intraspinal neoplasms,Alaska,5-9 years,33,1166606,2.83
III CNS and misc intracranial and intraspinal neoplasms,Arizona,1-4 years,303,7848058,3.8600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Arizona,10-14 years,261,10094587,2.59
III CNS and misc intracranial and intraspinal neoplasms,Arizona,15-19 years,222,10095459,2.2
III CNS and misc intracranial and intraspinal neoplasms,Arizona,5-9 years,308,9792522,3.1500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Arizona,< 1 year,72,1945031,3.7
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,1-4 years,126,3472397,3.63
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,10-14 years,123,4554311,2.7
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,15-19 years,98,4612721,2.12
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,5-9 years,152,4395513,3.4600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,< 1 year,32,863216,3.7100000000000004
III CNS and misc intracranial and intraspinal neoplasms,California,1-4 years,1729,45553226,3.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,California,10-14 years,1366,60367276,2.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,California,15-19 years,1109,60988865,1.82
III CNS and misc intracranial and intraspinal neoplasms,California,5-9 years,1745,57817061,3.02
III CNS and misc intracranial and intraspinal neoplasms,California,< 1 year,334,11344110,2.94
III CNS and misc intracranial and intraspinal neoplasms,Colorado,1-4 years,258,6020046,4.29
III CNS and misc intracranial and intraspinal neoplasms,Colorado,10-14 years,192,7841777,2.45
III CNS and misc intracranial and intraspinal neoplasms,Colorado,15-19 years,167,7910284,2.1100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Colorado,5-9 years,247,7622280,3.24
III CNS and misc intracranial and intraspinal neoplasms,Colorado,< 1 year,42,1492902,2.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,1-4 years,174,3732294,4.66
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,10-14 years,154,5495849,2.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,15-19 years,131,5663881,2.31
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,5-9 years,196,5050886,3.88
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,< 1 year,34,887330,3.83
III CNS and misc intracranial and intraspinal neoplasms,Delaware,1-4 years,62,1000685,6.2
III CNS and misc intracranial and intraspinal neoplasms,Delaware,10-14 years,40,1333659,3
III CNS and misc intracranial and intraspinal neoplasms,Delaware,15-19 years,42,1411125,2.9800000000000004
III CNS and misc intracranial and intraspinal neoplasms,Delaware,5-9 years,50,1272824,3.9299999999999997
III CNS and misc intracranial and intraspinal neoplasms,District of Columbia,1-4 years,27,655965,4.12
III CNS and misc intracranial and intraspinal neoplasms,District of Columbia,10-14 years,16,657751,2.43
III CNS and misc intracranial and intraspinal neoplasms,District of Columbia,5-9 years,26,711036,3.66
III CNS and misc intracranial and intraspinal neoplasms,Florida,1-4 years,928,19531010,4.75
III CNS and misc intracranial and intraspinal neoplasms,Florida,10-14 years,798,26464457,3.02
III CNS and misc intracranial and intraspinal neoplasms,Florida,15-19 years,671,27141887,2.47
III CNS and misc intracranial and intraspinal neoplasms,Florida,5-9 years,951,24853995,3.83
III CNS and misc intracranial and intraspinal neoplasms,Florida,< 1 year,173,4872286,3.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Georgia,1-4 years,510,12030233,4.24
III CNS and misc intracranial and intraspinal neoplasms,Georgia,10-14 years,411,15873183,2.59
III CNS and misc intracranial and intraspinal neoplasms,Georgia,15-19 years,326,15860044,2.06
III CNS and misc intracranial and intraspinal neoplasms,Georgia,5-9 years,528,15251004,3.4600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Georgia,< 1 year,102,2996855,3.4000000000000004
III CNS and misc intracranial and intraspinal neoplasms,Hawaii,1-4 years,40,1581086,2.5300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Hawaii,10-14 years,44,1938369,2.27
III CNS and misc intracranial and intraspinal neoplasms,Hawaii,15-19 years,24,1897963,1.26
III CNS and misc intracranial and intraspinal neoplasms,Hawaii,5-9 years,48,1924686,2.49
III CNS and misc intracranial and intraspinal neoplasms,Idaho,1-4 years,77,2064110,3.73
III CNS and misc intracranial and intraspinal neoplasms,Idaho,10-14 years,71,2734366,2.6
III CNS and misc intracranial and intraspinal neoplasms,Idaho,15-19 years,64,2784229,2.3000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Idaho,5-9 years,102,2642295,3.8600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Idaho,< 1 year,17,509756,3.33
III CNS and misc intracranial and intraspinal neoplasms,Illinois,1-4 years,608,15118124,4.0200000000000005
III CNS and misc intracranial and intraspinal neoplasms,Illinois,10-14 years,483,20314300,2.3800000000000003
III CNS and misc intracranial and intraspinal neoplasms,Illinois,15-19 years,406,20552912,1.9800000000000002
III CNS and misc intracranial and intraspinal neoplasms,Illinois,5-9 years,649,19386015,3.35
III CNS and misc intracranial and intraspinal neoplasms,Illinois,< 1 year,98,3722515,2.6300000000000003
III CNS and misc intracranial and intraspinal neoplasms,Indiana,1-4 years,374,7153917,5.23
III CNS and misc intracranial and intraspinal neoplasms,Indiana,10-14 years,282,9533841,2.9600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Indiana,15-19 years,230,9778770,2.35
III CNS and misc intracranial and intraspinal neoplasms,Indiana,5-9 years,311,9181922,3.39
III CNS and misc intracranial and intraspinal neoplasms,Indiana,< 1 year,66,1766128,3.74
III CNS and misc intracranial and intraspinal neoplasms,Iowa,1-4 years,192,3575940,5.370000000000001
III CNS and misc intracranial and intraspinal neoplasms,Iowa,10-14 years,138,4785289,2.8800000000000003
III CNS and misc intracranial and intraspinal neoplasms,Iowa,15-19 years,114,5091669,2.2399999999999998
III CNS and misc intracranial and intraspinal neoplasms,Iowa,5-9 years,167,4589946,3.64
III CNS and misc intracranial and intraspinal neoplasms,Iowa,< 1 year,27,882147,3.0600000000000005
III CNS and misc intracranial and intraspinal neoplasms,Kansas,1-4 years,152,3564818,4.260000000000001
III CNS and misc intracranial and intraspinal neoplasms,Kansas,10-14 years,116,4648026,2.5
III CNS and misc intracranial and intraspinal neoplasms,Kansas,15-19 years,90,4781351,1.8800000000000001
III CNS and misc intracranial and intraspinal neoplasms,Kansas,5-9 years,150,4528480,3.3100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Kansas,< 1 year,25,883860,2.83
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,1-4 years,255,5029496,5.07
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,10-14 years,229,6602154,3.4700000000000006
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,15-19 years,178,6699792,2.66
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,5-9 years,256,6386273,4.010000000000001
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,< 1 year,47,1256613,3.74
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,1-4 years,218,5667613,3.85
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,10-14 years,186,7362307,2.5300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,15-19 years,152,7540189,2.02
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,5-9 years,253,7096224,3.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,< 1 year,49,1419731,3.45
III CNS and misc intracranial and intraspinal neoplasms,Maine,1-4 years,74,1254194,5.9
III CNS and misc intracranial and intraspinal neoplasms,Maine,10-14 years,62,1881419,3.3000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Maine,15-19 years,56,2008427,2.79
III CNS and misc intracranial and intraspinal neoplasms,Maine,5-9 years,57,1698544,3.3600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Maryland,1-4 years,256,6696858,3.8200000000000003
III CNS and misc intracranial and intraspinal neoplasms,Maryland,10-14 years,217,9029000,2.4000000000000004
III CNS and misc intracranial and intraspinal neoplasms,Maryland,15-19 years,176,9046383,1.9500000000000002
III CNS and misc intracranial and intraspinal neoplasms,Maryland,5-9 years,263,8544521,3.08
III CNS and misc intracranial and intraspinal neoplasms,Maryland,< 1 year,60,1667470,3.6
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,1-4 years,329,6855880,4.800000000000001
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,10-14 years,271,9547360,2.84
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,15-19 years,255,10537941,2.42
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,5-9 years,323,8944247,3.6100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,< 1 year,48,1695265,2.83
III CNS and misc intracranial and intraspinal neoplasms,Michigan,1-4 years,459,11239256,4.08
III CNS and misc intracranial and intraspinal neoplasms,Michigan,10-14 years,419,15899361,2.64
III CNS and misc intracranial and intraspinal neoplasms,Michigan,15-19 years,360,16468910,2.19
III CNS and misc intracranial and intraspinal neoplasms,Michigan,5-9 years,458,14824040,3.09
III CNS and misc intracranial and intraspinal neoplasms,Michigan,< 1 year,103,2723190,3.78
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,1-4 years,291,6364337,4.57
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,10-14 years,252,8473091,2.97
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,15-19 years,176,8600532,2.0500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,5-9 years,234,8134262,2.8800000000000003
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,< 1 year,42,1570360,2.67
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,1-4 years,101,2996593,3.3700000000000006
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,10-14 years,103,4000675,2.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,15-19 years,88,4133405,2.1300000000000003
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,5-9 years,124,3796934,3.2700000000000005
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,< 1 year,29,741996,3.91
III CNS and misc intracranial and intraspinal neoplasms,Missouri,1-4 years,328,6903905,4.75
III CNS and misc intracranial and intraspinal neoplasms,Missouri,10-14 years,267,9282197,2.8800000000000003
III CNS and misc intracranial and intraspinal neoplasms,Missouri,15-19 years,207,9524258,2.17
III CNS and misc intracranial and intraspinal neoplasms,Missouri,5-9 years,316,8840403,3.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Missouri,< 1 year,64,1715710,3.73
III CNS and misc intracranial and intraspinal neoplasms,Montana,1-4 years,37,1092655,3.39
III CNS and misc intracranial and intraspinal neoplasms,Montana,10-14 years,35,1497266,2.34
III CNS and misc intracranial and intraspinal neoplasms,Montana,15-19 years,38,1575496,2.41
III CNS and misc intracranial and intraspinal neoplasms,Montana,5-9 years,54,1411941,3.8200000000000003
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,1-4 years,110,2342070,4.7
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,10-14 years,83,2984179,2.7800000000000002
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,15-19 years,82,3070717,2.67
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,5-9 years,130,2921459,4.45
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,< 1 year,24,585005,4.1000000000000005
III CNS and misc intracranial and intraspinal neoplasms,Nevada,1-4 years,91,3221928,2.8200000000000003
III CNS and misc intracranial and intraspinal neoplasms,Nevada,10-14 years,97,4107600,2.3600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Nevada,15-19 years,88,3865198,2.2800000000000002
III CNS and misc intracranial and intraspinal neoplasms,Nevada,5-9 years,116,4022790,2.8800000000000003
III CNS and misc intracranial and intraspinal neoplasms,Nevada,< 1 year,28,797109,3.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,1-4 years,65,1293526,5.03
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,10-14 years,63,1973487,3.19
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,15-19 years,57,2108547,2.7
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,5-9 years,81,1771669,4.57
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,< 1 year,17,306258,5.550000000000001
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,1-4 years,463,10070580,4.6000000000000005
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,10-14 years,404,13700943,2.95
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,15-19 years,356,13405538,2.66
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,5-9 years,481,13015487,3.7
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,< 1 year,98,2461972,3.98
III CNS and misc intracranial and intraspinal neoplasms,New Mexico,1-4 years,74,2458592,3.0100000000000002
III CNS and misc intracranial and intraspinal neoplasms,New Mexico,10-14 years,68,3311369,2.0500000000000003
