cancer_site,state,race,count,population,crude_rate_100k,crude_rate_per_100k
I Leukemia,Louisiana,Asian or Pacific Islander,17,505961,3.3600000000000003,3.36
II Lymphoma and reticuloendothelial neoplasms,Louisiana,Asian or Pacific Islander,17,505961,3.3600000000000003,3.36
I Leukemia,Louisiana,Black or African American,336,11543105,2.91,2.91
I(a) Lymphoid leukemias,Louisiana,Black or African American,192,11543105,1.6600000000000001,1.66
I(b) Acute myeloid leukemias,Louisiana,Black or African American,94,11543105,0.81,0.81
I(c) Chronic myeloproliferative diseases,Louisiana,Black or African American,18,11543105,0.16000000000000003,0.16
I(d) Myelodysplastic syndrome and other myeloproliferative,Louisiana,Black or African American,22,11543105,0.19,0.19
II Lymphoma and reticuloendothelial neoplasms,Louisiana,Black or African American,244,11543105,2.1100000000000003,2.11
II(a) Hodgkin lymphomas,Louisiana,Black or African American,110,11543105,0.9500000000000001,0.95
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Louisiana,Black or African American,101,11543105,0.87,0.87
II(c) Burkitt lymphoma,Louisiana,Black or African American,18,11543105,0.16000000000000003,0.16
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,Black or African American,271,11543105,2.35,2.35
III(a) Ependymomas and choroid plexus tumor,Louisiana,Black or African American,22,11543105,0.19,0.19
III(b) Astrocytomas,Louisiana,Black or African American,123,11543105,1.07,1.07
III(c) Intracranial and intraspinal embryonal tumors,Louisiana,Black or African American,55,11543105,0.48,0.48
III(d) Other gliomas,Louisiana,Black or African American,56,11543105,0.49000000000000005,0.49
IV Sympathetic nervous system tumors,Louisiana,Black or African American,70,11543105,0.61,0.61
IV(a) Neuroblastoma and ganglioneuroblastoma,Louisiana,Black or African American,68,11543105,0.5900000000000001,0.59
V Retinoblastoma,Louisiana,Black or African American,31,11543105,0.27,0.27
VI Renal tumors,Louisiana,Black or African American,79,11543105,0.68,0.68
VI(a) Nephroblastoma and other nonepithelial renal tumors,Louisiana,Black or African American,67,11543105,0.58,0.58
VII Hepatic tumor,Louisiana,Black or African American,23,11543105,0.2,0.2
VII(a) Hepatoblastoma,Louisiana,Black or African American,17,11543105,0.15000000000000002,0.15
VIII Malignant bone tumors,Louisiana,Black or African American,85,11543105,0.7400000000000001,0.74
VIII(a) Osteosarcomas,Louisiana,Black or African American,66,11543105,0.5700000000000001,0.57
IX Soft-tissue sarcomas,Louisiana,Black or African American,145,11543105,1.26,1.26
IX(a) Rhabdomyosarcomas,Louisiana,Black or African American,60,11543105,0.52,0.52
IX(d) Other specified soft tissue sarcomas,Louisiana,Black or African American,57,11543105,0.49000000000000005,0.49
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,Black or African American,83,11543105,0.7200000000000001,0.72
X(b) Extracranial & extragonadal germ cell tumors,Louisiana,Black or African American,31,11543105,0.27,0.27
X(c) Malignant gonadal germ cell tumors,Louisiana,Black or African American,33,11543105,0.29,0.29
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,Black or African American,105,11543105,0.91,0.91
XI(b) Thyroid carcinomas,Louisiana,Black or African American,35,11543105,0.30000000000000004,0.3
XI(c) Nasopharyngeal carcinomas,Louisiana,Black or African American,16,11543105,0.13999999999999999,0.14
XI(f) Other and unspecified carcinomas,Louisiana,Black or African American,46,11543105,0.4,0.4
I Leukemia,Louisiana,White,809,16775164,4.82,4.82
I(a) Lymphoid leukemias,Louisiana,White,569,16775164,3.39,3.39
I(b) Acute myeloid leukemias,Louisiana,White,144,16775164,0.86,0.86
I(c) Chronic myeloproliferative diseases,Louisiana,White,37,16775164,0.22000000000000003,0.22
I(d) Myelodysplastic syndrome and other myeloproliferative,Louisiana,White,34,16775164,0.2,0.2
I(e) Unspecified and other specified leukemias,Louisiana,White,25,16775164,0.15000000000000002,0.15
II Lymphoma and reticuloendothelial neoplasms,Louisiana,White,463,16775164,2.7600000000000002,2.76
II(a) Hodgkin lymphomas,Louisiana,White,215,16775164,1.2800000000000002,1.28
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Louisiana,White,146,16775164,0.87,0.87
II(c) Burkitt lymphoma,Louisiana,White,47,16775164,0.27999999999999997,0.28
II(d) Miscellaneous lymphoreticular neoplasms,Louisiana,White,50,16775164,0.30000000000000004,0.3
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,White,572,16775164,3.41,3.41
III(a) Ependymomas and choroid plexus tumor,Louisiana,White,44,16775164,0.26,0.26
III(b) Astrocytomas,Louisiana,White,301,16775164,1.79,1.79
III(c) Intracranial and intraspinal embryonal tumors,Louisiana,White,110,16775164,0.66,0.66
III(d) Other gliomas,Louisiana,White,89,16775164,0.53,0.53
III(e) Other specified intracranial/intraspinal neoplasms,Louisiana,White,17,16775164,0.1,0.1
IV Sympathetic nervous system tumors,Louisiana,White,148,16775164,0.8800000000000001,0.88
IV(a) Neuroblastoma and ganglioneuroblastoma,Louisiana,White,142,16775164,0.8500000000000001,0.85
V Retinoblastoma,Louisiana,White,47,16775164,0.27999999999999997,0.28
VI Renal tumors,Louisiana,White,130,16775164,0.77,0.77
VI(a) Nephroblastoma and other nonepithelial renal tumors,Louisiana,White,112,16775164,0.67,0.67
VI(b) Renal carcinomas,Louisiana,White,16,16775164,0.1,0.1
VII Hepatic tumor,Louisiana,White,49,16775164,0.29,0.29
VII(a) Hepatoblastoma,Louisiana,White,36,16775164,0.21000000000000002,0.21
VIII Malignant bone tumors,Louisiana,White,148,16775164,0.8800000000000001,0.88
VIII(a) Osteosarcomas,Louisiana,White,80,16775164,0.48,0.48
VIII(c) Ewing tumor and related sarcomas of bone,Louisiana,White,54,16775164,0.32000000000000006,0.32
IX Soft-tissue sarcomas,Louisiana,White,189,16775164,1.1300000000000001,1.13
IX(a) Rhabdomyosarcomas,Louisiana,White,78,16775164,0.45999999999999996,0.46
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Louisiana,White,22,16775164,0.13,0.13
IX(d) Other specified soft tissue sarcomas,Louisiana,White,70,16775164,0.42000000000000004,0.42
IX(e) Unspecified soft tissue sarcomas,Louisiana,White,19,16775164,0.11000000000000001,0.11
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,White,180,16775164,1.07,1.07
X(a) Intracranial & intraspinal germ cell tumors,Louisiana,White,32,16775164,0.19,0.19
X(b) Extracranial & extragonadal germ cell tumors,Louisiana,White,20,16775164,0.12,0.12
X(c) Malignant gonadal germ cell tumors,Louisiana,White,116,16775164,0.6900000000000001,0.69
XI Carcinomas and other malignant epithelial neoplasms,Louisiana,White,380,16775164,2.27,2.27
XI(b) Thyroid carcinomas,Louisiana,White,137,16775164,0.82,0.82
XI(d) Malignant melanomas,Louisiana,White,133,16775164,0.79,0.79
XI(f) Other and unspecified carcinomas,Louisiana,White,100,16775164,0.6000000000000001,0.6
I Leukemia,Maine,White,319,6754135,4.720000000000001,4.72
I(a) Lymphoid leukemias,Maine,White,242,6754135,3.58,3.58
I(b) Acute myeloid leukemias,Maine,White,55,6754135,0.81,0.81
II Lymphoma and reticuloendothelial neoplasms,Maine,White,240,6754135,3.5500000000000003,3.55
II(a) Hodgkin lymphomas,Maine,White,129,6754135,1.9100000000000001,1.91
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Maine,White,78,6754135,1.1500000000000001,1.15
II(c) Burkitt lymphoma,Maine,White,16,6754135,0.24,0.24
III CNS and misc intracranial and intraspinal neoplasms,Maine,White,247,6754135,3.66,3.66
III(b) Astrocytomas,Maine,White,136,6754135,2.0100000000000002,2.01
III(c) Intracranial and intraspinal embryonal tumors,Maine,White,47,6754135,0.7000000000000001,0.7
III(d) Other gliomas,Maine,White,44,6754135,0.65,0.65
IV Sympathetic nervous system tumors,Maine,White,72,6754135,1.07,1.07
IV(a) Neuroblastoma and ganglioneuroblastoma,Maine,White,70,6754135,1.04,1.04
VI Renal tumors,Maine,White,34,6754135,0.5,0.5
VI(a) Nephroblastoma and other nonepithelial renal tumors,Maine,White,32,6754135,0.47000000000000003,0.47
VIII Malignant bone tumors,Maine,White,73,6754135,1.08,1.08
VIII(a) Osteosarcomas,Maine,White,34,6754135,0.5,0.5
VIII(c) Ewing tumor and related sarcomas of bone,Maine,White,31,6754135,0.45999999999999996,0.46
IX Soft-tissue sarcomas,Maine,White,85,6754135,1.26,1.26
IX(a) Rhabdomyosarcomas,Maine,White,37,6754135,0.55,0.55
IX(d) Other specified soft tissue sarcomas,Maine,White,31,6754135,0.45999999999999996,0.46
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maine,White,63,6754135,0.9300000000000002,0.93
X(a) Intracranial & intraspinal germ cell tumors,Maine,White,17,6754135,0.25,0.25
X(c) Malignant gonadal germ cell tumors,Maine,White,35,6754135,0.52,0.52
XI Carcinomas and other malignant epithelial neoplasms,Maine,White,187,6754135,2.77,2.77
XI(b) Thyroid carcinomas,Maine,White,97,6754135,1.4400000000000002,1.44
XI(d) Malignant melanomas,Maine,White,34,6754135,0.5,0.5
XI(f) Other and unspecified carcinomas,Maine,White,52,6754135,0.77,0.77
I Leukemia,Maryland,Asian or Pacific Islander,63,2166285,2.91,2.91
I(a) Lymphoid leukemias,Maryland,Asian or Pacific Islander,42,2166285,1.94,1.94
II Lymphoma and reticuloendothelial neoplasms,Maryland,Asian or Pacific Islander,37,2166285,1.7100000000000002,1.71
II(a) Hodgkin lymphomas,Maryland,Asian or Pacific Islander,16,2166285,0.7400000000000001,0.74
III CNS and misc intracranial and intraspinal neoplasms,Maryland,Asian or Pacific Islander,49,2166285,2.2600000000000002,2.26
III(b) Astrocytomas,Maryland,Asian or Pacific Islander,25,2166285,1.1500000000000001,1.15
VIII Malignant bone tumors,Maryland,Asian or Pacific Islander,19,2166285,0.8800000000000001,0.88
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,Asian or Pacific Islander,23,2166285,1.06,1.06
XI Carcinomas and other malignant epithelial neoplasms,Maryland,Asian or Pacific Islander,28,2166285,1.29,1.29
I Leukemia,Maryland,Black or African American,343,12210065,2.8100000000000005,2.81
I(a) Lymphoid leukemias,Maryland,Black or African American,207,12210065,1.7000000000000002,1.7
I(b) Acute myeloid leukemias,Maryland,Black or African American,87,12210065,0.71,0.71
I(c) Chronic myeloproliferative diseases,Maryland,Black or African American,23,12210065,0.19,0.19
I(e) Unspecified and other specified leukemias,Maryland,Black or African American,16,12210065,0.13,0.13
II Lymphoma and reticuloendothelial neoplasms,Maryland,Black or African American,244,12210065,2,2
II(a) Hodgkin lymphomas,Maryland,Black or African American,119,12210065,0.97,0.97
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Maryland,Black or African American,99,12210065,0.81,0.81
III CNS and misc intracranial and intraspinal neoplasms,Maryland,Black or African American,255,12210065,2.09,2.09
III(b) Astrocytomas,Maryland,Black or African American,123,12210065,1.01,1.01
III(c) Intracranial and intraspinal embryonal tumors,Maryland,Black or African American,51,12210065,0.42000000000000004,0.42
III(d) Other gliomas,Maryland,Black or African American,44,12210065,0.36000000000000004,0.36
IV Sympathetic nervous system tumors,Maryland,Black or African American,71,12210065,0.58,0.58
IV(a) Neuroblastoma and ganglioneuroblastoma,Maryland,Black or African American,70,12210065,0.5700000000000001,0.57
V Retinoblastoma,Maryland,Black or African American,31,12210065,0.25,0.25
VI Renal tumors,Maryland,Black or African American,115,12210065,0.9400000000000001,0.94
VI(a) Nephroblastoma and other nonepithelial renal tumors,Maryland,Black or African American,90,12210065,0.7400000000000001,0.74
VI(b) Renal carcinomas,Maryland,Black or African American,23,12210065,0.19,0.19
VII Hepatic tumor,Maryland,Black or African American,20,12210065,0.16000000000000003,0.16
VII(a) Hepatoblastoma,Maryland,Black or African American,18,12210065,0.15000000000000002,0.15
VIII Malignant bone tumors,Maryland,Black or African American,73,12210065,0.6000000000000001,0.6
VIII(a) Osteosarcomas,Maryland,Black or African American,49,12210065,0.4,0.4
IX Soft-tissue sarcomas,Maryland,Black or African American,147,12210065,1.2000000000000002,1.2
IX(a) Rhabdomyosarcomas,Maryland,Black or African American,49,12210065,0.4,0.4
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Maryland,Black or African American,19,12210065,0.16000000000000003,0.16
IX(d) Other specified soft tissue sarcomas,Maryland,Black or African American,61,12210065,0.5,0.5
IX(e) Unspecified soft tissue sarcomas,Maryland,Black or African American,16,12210065,0.13,0.13
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,Black or African American,60,12210065,0.49000000000000005,0.49
X(b) Extracranial & extragonadal germ cell tumors,Maryland,Black or African American,16,12210065,0.13,0.13
X(c) Malignant gonadal germ cell tumors,Maryland,Black or African American,27,12210065,0.22000000000000003,0.22
XI Carcinomas and other malignant epithelial neoplasms,Maryland,Black or African American,121,12210065,0.9900000000000001,0.99
XI(b) Thyroid carcinomas,Maryland,Black or African American,40,12210065,0.33,0.33
XI(c) Nasopharyngeal carcinomas,Maryland,Black or African American,23,12210065,0.19,0.19
XI(f) Other and unspecified carcinomas,Maryland,Black or African American,51,12210065,0.42000000000000004,0.42
I Leukemia,Maryland,White,853,20360249,4.19,4.19
I(a) Lymphoid leukemias,Maryland,White,607,20360249,2.9800000000000004,2.98
I(b) Acute myeloid leukemias,Maryland,White,160,20360249,0.79,0.79
I(c) Chronic myeloproliferative diseases,Maryland,White,31,20360249,0.15000000000000002,0.15
I(d) Myelodysplastic syndrome and other myeloproliferative,Maryland,White,19,20360249,0.09000000000000001,0.09
I(e) Unspecified and other specified leukemias,Maryland,White,36,20360249,0.18000000000000002,0.18
II Lymphoma and reticuloendothelial neoplasms,Maryland,White,565,20360249,2.7800000000000002,2.78
II(a) Hodgkin lymphomas,Maryland,White,291,20360249,1.4300000000000002,1.43
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Maryland,White,164,20360249,0.81,0.81
II(c) Burkitt lymphoma,Maryland,White,46,20360249,0.22999999999999998,0.23
II(d) Miscellaneous lymphoreticular neoplasms,Maryland,White,55,20360249,0.27,0.27
III CNS and misc intracranial and intraspinal neoplasms,Maryland,White,603,20360249,2.9600000000000004,2.96
III(a) Ependymomas and choroid plexus tumor,Maryland,White,52,20360249,0.26,0.26
III(b) Astrocytomas,Maryland,White,306,20360249,1.5,1.5
III(c) Intracranial and intraspinal embryonal tumors,Maryland,White,115,20360249,0.5599999999999999,0.56
III(d) Other gliomas,Maryland,White,97,20360249,0.48,0.48
III(f) Unspecified intracranial and intraspinal neoplasms,Maryland,White,24,20360249,0.12,0.12
IV Sympathetic nervous system tumors,Maryland,White,177,20360249,0.87,0.87
IV(a) Neuroblastoma and ganglioneuroblastoma,Maryland,White,170,20360249,0.8300000000000001,0.83
V Retinoblastoma,Maryland,White,52,20360249,0.26,0.26
VI Renal tumors,Maryland,White,124,20360249,0.61,0.61
VI(a) Nephroblastoma and other nonepithelial renal tumors,Maryland,White,114,20360249,0.5599999999999999,0.56
VII Hepatic tumor,Maryland,White,51,20360249,0.25,0.25
VII(a) Hepatoblastoma,Maryland,White,38,20360249,0.19,0.19
VIII Malignant bone tumors,Maryland,White,208,20360249,1.02,1.02
VIII(a) Osteosarcomas,Maryland,White,99,20360249,0.49000000000000005,0.49
VIII(c) Ewing tumor and related sarcomas of bone,Maryland,White,84,20360249,0.41,0.41
IX Soft-tissue sarcomas,Maryland,White,214,20360249,1.05,1.05
IX(a) Rhabdomyosarcomas,Maryland,White,92,20360249,0.45,0.45
IX(d) Other specified soft tissue sarcomas,Maryland,White,84,20360249,0.41,0.41
IX(e) Unspecified soft tissue sarcomas,Maryland,White,26,20360249,0.13,0.13
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,White,193,20360249,0.9500000000000001,0.95
X(a) Intracranial & intraspinal germ cell tumors,Maryland,White,30,20360249,0.15000000000000002,0.15
X(c) Malignant gonadal germ cell tumors,Maryland,White,140,20360249,0.6900000000000001,0.69
XI Carcinomas and other malignant epithelial neoplasms,Maryland,White,499,20360249,2.45,2.45
XI(b) Thyroid carcinomas,Maryland,White,204,20360249,1,1
XI(d) Malignant melanomas,Maryland,White,160,20360249,0.79,0.79
XI(f) Other and unspecified carcinomas,Maryland,White,124,20360249,0.61,0.61
XII Other and unspecified malignant neoplasms,Maryland,White,33,20360249,0.16000000000000003,0.16
XII(b) Other unspecified malignant tumors,Maryland,White,24,20360249,0.12,0.12
I Leukemia,Massachusetts,Asian or Pacific Islander,109,2484464,4.39,4.39
I(a) Lymphoid leukemias,Massachusetts,Asian or Pacific Islander,75,2484464,3.02,3.02
I(b) Acute myeloid leukemias,Massachusetts,Asian or Pacific Islander,25,2484464,1.01,1.01
II Lymphoma and reticuloendothelial neoplasms,Massachusetts,Asian or Pacific Islander,54,2484464,2.17,2.17
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Massachusetts,Asian or Pacific Islander,28,2484464,1.1300000000000001,1.13
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,Asian or Pacific Islander,58,2484464,2.33,2.33
III(b) Astrocytomas,Massachusetts,Asian or Pacific Islander,28,2484464,1.1300000000000001,1.13
IV Sympathetic nervous system tumors,Massachusetts,Asian or Pacific Islander,21,2484464,0.8500000000000001,0.85
IV(a) Neuroblastoma and ganglioneuroblastoma,Massachusetts,Asian or Pacific Islander,21,2484464,0.8500000000000001,0.85
VIII Malignant bone tumors,Massachusetts,Asian or Pacific Islander,16,2484464,0.6400000000000001,0.64
IX Soft-tissue sarcomas,Massachusetts,Asian or Pacific Islander,20,2484464,0.81,0.81
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,Asian or Pacific Islander,28,2484464,1.1300000000000001,1.13
XI Carcinomas and other malignant epithelial neoplasms,Massachusetts,Asian or Pacific Islander,28,2484464,1.1300000000000001,1.13
I Leukemia,Massachusetts,Black or African American,117,4224511,2.77,2.77
